,0
414,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
415," skin_rash, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
416,"itching, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
417,"itching, skin_rash, dischromic _patches/nIt might be Fungal infection"
418,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
419,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
420," continuous_sneezing, shivering, chills/nIt might be Allergy"
421," shivering, chills, watering_from_eyes/nIt might be Allergy"
422," continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy"
423," continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy"
424," continuous_sneezing, shivering, chills/nIt might be Allergy"
425," shivering, chills, watering_from_eyes/nIt might be Allergy"
426," continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy"
427," continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy"
428," continuous_sneezing, shivering, chills/nIt might be Allergy"
429," continuous_sneezing, shivering, chills/nIt might be Allergy"
430," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
431," stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD"
432," stomach_pain, acidity, vomiting/nIt might be GERD"
433," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
434," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
435," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
436," acidity, ulcers_on_tongue, vomiting/nIt might be GERD"
437," stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD"
438," stomach_pain, acidity, vomiting/nIt might be GERD"
439," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
440,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
441," vomiting, yellowish_skin, nausea/nIt might be Chronic cholestasis"
442,"itching, yellowish_skin, nausea/nIt might be Chronic cholestasis"
443,"itching, vomiting, nausea/nIt might be Chronic cholestasis"
444,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
445,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
446,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
447,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
448,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
449,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
450,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
451,"itching, stomach_pain, burning_micturition/nIt might be Drug Reaction"
452,"itching, skin_rash, burning_micturition/nIt might be Drug Reaction"
453,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
454,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
455," skin_rash, stomach_pain, burning_micturition/nIt might be Drug Reaction"
456,"itching, stomach_pain, burning_micturition/nIt might be Drug Reaction"
457,"itching, skin_rash, burning_micturition/nIt might be Drug Reaction"
458,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
459,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
460," vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
461," vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae"
462," indigestion, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
463," vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
464," vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae"
465," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
466," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
467," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
468," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
469," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
470," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
471," patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS"
472," muscle_wasting, high_fever, extra_marital_contacts/nIt might be AIDS"
473," muscle_wasting, patches_in_throat, extra_marital_contacts/nIt might be AIDS"
474," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
475," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
476," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
477," patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS"
478," muscle_wasting, high_fever, extra_marital_contacts/nIt might be AIDS"
479," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
480," fatigue, weight_loss, restlessness/nIt might be Diabetes "
481," fatigue, weight_loss, restlessness/nIt might be Diabetes "
482," weight_loss, restlessness, lethargy/nIt might be Diabetes "
483," fatigue, restlessness, lethargy/nIt might be Diabetes "
484," fatigue, weight_loss, lethargy/nIt might be Diabetes "
485," fatigue, weight_loss, restlessness/nIt might be Diabetes "
486," fatigue, weight_loss, restlessness/nIt might be Diabetes "
487," fatigue, weight_loss, restlessness/nIt might be Diabetes "
488," fatigue, weight_loss, restlessness/nIt might be Diabetes "
489," fatigue, weight_loss, restlessness/nIt might be Diabetes "
490," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
491," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
492," sunken_eyes, dehydration, diarrhoea/nIt might be Gastroenteritis"
493," vomiting, dehydration, diarrhoea/nIt might be Gastroenteritis"
494," vomiting, sunken_eyes, diarrhoea/nIt might be Gastroenteritis"
495," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
496," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
497," sunken_eyes, dehydration, diarrhoea/nIt might be Gastroenteritis"
498," vomiting, dehydration, diarrhoea/nIt might be Gastroenteritis"
499," vomiting, sunken_eyes, diarrhoea/nIt might be Gastroenteritis"
500," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
501," cough, high_fever, breathlessness/nIt might be Bronchial Asthma"
502," fatigue, high_fever, breathlessness/nIt might be Bronchial Asthma"
503," fatigue, cough, breathlessness/nIt might be Bronchial Asthma"
504," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
505," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
506," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
507," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
508," cough, high_fever, breathlessness/nIt might be Bronchial Asthma"
509," fatigue, high_fever, breathlessness/nIt might be Bronchial Asthma"
510," headache, chest_pain, dizziness/nIt might be Hypertension "
511," chest_pain, dizziness, loss_of_balance/nIt might be Hypertension "
512," headache, dizziness, loss_of_balance/nIt might be Hypertension "
513," headache, chest_pain, loss_of_balance/nIt might be Hypertension "
514," headache, chest_pain, dizziness/nIt might be Hypertension "
515," headache, chest_pain, dizziness/nIt might be Hypertension "
516," headache, chest_pain, dizziness/nIt might be Hypertension "
517," chest_pain, dizziness, loss_of_balance/nIt might be Hypertension "
518," headache, dizziness, loss_of_balance/nIt might be Hypertension "
519," headache, chest_pain, loss_of_balance/nIt might be Hypertension "
520," acidity, indigestion, headache/nIt might be Migraine"
521," indigestion, headache, blurred_and_distorted_vision/nIt might be Migraine"
522," acidity, headache, blurred_and_distorted_vision/nIt might be Migraine"
523," acidity, indigestion, blurred_and_distorted_vision/nIt might be Migraine"
524," acidity, indigestion, headache/nIt might be Migraine"
525," acidity, indigestion, headache/nIt might be Migraine"
526," acidity, indigestion, headache/nIt might be Migraine"
527," acidity, indigestion, headache/nIt might be Migraine"
528," acidity, indigestion, headache/nIt might be Migraine"
529," acidity, indigestion, headache/nIt might be Migraine"
530," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
531," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
532," weakness_in_limbs, neck_pain, dizziness/nIt might be Cervical spondylosis"
533," back_pain, neck_pain, dizziness/nIt might be Cervical spondylosis"
534," back_pain, weakness_in_limbs, dizziness/nIt might be Cervical spondylosis"
535," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
536," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
537," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
538," weakness_in_limbs, neck_pain, dizziness/nIt might be Cervical spondylosis"
539," back_pain, neck_pain, dizziness/nIt might be Cervical spondylosis"
540," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
541," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
542," headache, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
543," vomiting, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
544," vomiting, headache, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
545," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
546," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
547," headache, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
548," vomiting, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
549," vomiting, headache, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
550,"itching, vomiting, fatigue/nIt might be Jaundice"
551,"itching, vomiting, fatigue/nIt might be Jaundice"
552," vomiting, fatigue, weight_loss/nIt might be Jaundice"
553,"itching, fatigue, weight_loss/nIt might be Jaundice"
554,"itching, vomiting, weight_loss/nIt might be Jaundice"
555,"itching, vomiting, fatigue/nIt might be Jaundice"
556,"itching, vomiting, fatigue/nIt might be Jaundice"
557,"itching, vomiting, fatigue/nIt might be Jaundice"
558,"itching, vomiting, fatigue/nIt might be Jaundice"
559,"itching, vomiting, fatigue/nIt might be Jaundice"
560," chills, vomiting, high_fever/nIt might be Malaria"
561," chills, vomiting, high_fever/nIt might be Malaria"
562," chills, vomiting, high_fever/nIt might be Malaria"
563," vomiting, high_fever, sweating/nIt might be Malaria"
564," chills, high_fever, sweating/nIt might be Malaria"
565," chills, vomiting, sweating/nIt might be Malaria"
566," chills, vomiting, high_fever/nIt might be Malaria"
567," chills, vomiting, high_fever/nIt might be Malaria"
568," chills, vomiting, high_fever/nIt might be Malaria"
569," chills, vomiting, high_fever/nIt might be Malaria"
570,"itching, skin_rash, fatigue/nIt might be Chicken pox"
571," skin_rash, fatigue, lethargy/nIt might be Chicken pox"
572,"itching, fatigue, lethargy/nIt might be Chicken pox"
573,"itching, skin_rash, lethargy/nIt might be Chicken pox"
574,"itching, skin_rash, fatigue/nIt might be Chicken pox"
575,"itching, skin_rash, fatigue/nIt might be Chicken pox"
576,"itching, skin_rash, fatigue/nIt might be Chicken pox"
577,"itching, skin_rash, fatigue/nIt might be Chicken pox"
578,"itching, skin_rash, fatigue/nIt might be Chicken pox"
579,"itching, skin_rash, fatigue/nIt might be Chicken pox"
580," skin_rash, chills, joint_pain/nIt might be Dengue"
581," skin_rash, chills, joint_pain/nIt might be Dengue"
582," skin_rash, chills, joint_pain/nIt might be Dengue"
583," skin_rash, chills, joint_pain/nIt might be Dengue"
584," chills, joint_pain, vomiting/nIt might be Dengue"
585," skin_rash, joint_pain, vomiting/nIt might be Dengue"
586," skin_rash, chills, vomiting/nIt might be Dengue"
587," skin_rash, chills, joint_pain/nIt might be Dengue"
588," skin_rash, chills, joint_pain/nIt might be Dengue"
589," skin_rash, chills, joint_pain/nIt might be Dengue"
590," chills, vomiting, fatigue/nIt might be Typhoid"
591," chills, vomiting, fatigue/nIt might be Typhoid"
592," chills, vomiting, fatigue/nIt might be Typhoid"
593," chills, vomiting, fatigue/nIt might be Typhoid"
594," chills, vomiting, fatigue/nIt might be Typhoid"
595," chills, vomiting, fatigue/nIt might be Typhoid"
596," chills, vomiting, fatigue/nIt might be Typhoid"
597," chills, vomiting, fatigue/nIt might be Typhoid"
598," chills, vomiting, fatigue/nIt might be Typhoid"
599," chills, fatigue, high_fever/nIt might be Typhoid"
600," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
601," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
602," vomiting, yellowish_skin, dark_urine/nIt might be hepatitis A"
603," joint_pain, yellowish_skin, dark_urine/nIt might be hepatitis A"
604," joint_pain, vomiting, dark_urine/nIt might be hepatitis A"
605," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
606," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
607," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
608," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
609," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
610,"itching, fatigue, lethargy/nIt might be Hepatitis B"
611,"itching, fatigue, lethargy/nIt might be Hepatitis B"
612," fatigue, lethargy, yellowish_skin/nIt might be Hepatitis B"
613,"itching, lethargy, yellowish_skin/nIt might be Hepatitis B"
614,"itching, fatigue, yellowish_skin/nIt might be Hepatitis B"
615,"itching, fatigue, lethargy/nIt might be Hepatitis B"
616,"itching, fatigue, lethargy/nIt might be Hepatitis B"
617,"itching, fatigue, lethargy/nIt might be Hepatitis B"
618,"itching, fatigue, lethargy/nIt might be Hepatitis B"
619,"itching, fatigue, lethargy/nIt might be Hepatitis B"
620," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
621," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
622," yellowish_skin, nausea, loss_of_appetite/nIt might be Hepatitis C"
623," fatigue, nausea, loss_of_appetite/nIt might be Hepatitis C"
624," fatigue, yellowish_skin, loss_of_appetite/nIt might be Hepatitis C"
625," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
626," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
627," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
628," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
629," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
630," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
631," vomiting, fatigue, yellowish_skin/nIt might be Hepatitis D"
632," joint_pain, fatigue, yellowish_skin/nIt might be Hepatitis D"
633," joint_pain, vomiting, yellowish_skin/nIt might be Hepatitis D"
634," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
635," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
636," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
637," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
638," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
639," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
640," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
641," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
642," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
643," vomiting, fatigue, high_fever/nIt might be Hepatitis E"
644," joint_pain, fatigue, high_fever/nIt might be Hepatitis E"
645," joint_pain, vomiting, high_fever/nIt might be Hepatitis E"
646," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
647," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
648," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
